rayyan_id,decisao,decisao_final_dc,concorda_dc,ano,titulo,autores,journal,doi,link,motivo,resumo_pt,criterios_violados,explicacao_dc
493927621,include,,,2025,Mammographic classification of interval breast cancers and artificial intelligence performance.,"Yu TT, Hoyt AC, Joines MM, Fischer CP, Yaghmai N, Chalfant JS, Chow L, Mortazavi S, Sears CD, Sayre J, Elmore JG, Hsu W, Milch HS","Journal of the National Cancer Institute - Volume 117, Issue 8, pp. 1627-1638 - published 2025-08-01",10.1093/jnci/djaf103,https://pubmed.ncbi.nlm.nih.gov/40249223/,"O estudo investiga a classificação de cânceres de mama intervalares usando uma ferramenta de deep learning aplicada a mamografias digitais e tomossíntese, reportando métricas de desempenho.","O estudo avaliou a classificação de cânceres de mama intervalares e a eficácia de uma ferramenta de IA em mamografias digitais e tomossíntese. Foram analisadas 184.935 mamografias, identificando 148 cânceres intervalares. A IA conseguiu localizar tipos de câncer visíveis com maior precisão, destacando a importância da tecnologia na detecção precoce.",[],
493927634,include,,,2025,Radiologist and AI Concordance in Screening Mammography and Association with Future Breast Cancer Risk.,"Kim EY, Park EK, Kwon MR, Kim M, Park J, Kang J, Cho Y, Lee S, Song M, Kim KH, Kim TS, Lee H, Kwon R, Lim GY, Choi J, Ham SY, Kook SH, Chang Y, Ryu S","Radiology. Artificial intelligence - Volume 7, Issue 6, pp. e240804 - published 2025-11-01",10.1148/ryai.240804,https://pubmed.ncbi.nlm.nih.gov/41091030/,"O estudo avalia a concordância entre radiologistas e IA em mamografias digitais, reportando métricas de desempenho e resultados relevantes sobre a incidência de câncer de mama.","Este estudo retrospectivo analisou a concordância entre radiologistas e um sistema de IA em mamografias digitais, envolvendo mulheres coreanas. Os resultados mostraram que a concordância positiva entre IA e radiologistas estava associada à maior incidência de câncer de mama em um seguimento de 7,3 anos. O estudo fornece dados sobre a influência da densidade mamária na relação entre a concordância e o risco de câncer.",[],
493927637,include,,,2025,Deep learning prediction of mammographic breast density using screening data.,"Chen C, Wang E, Wang VY, Chen X, Feng B, Yan R, Zhu L, Xu D","Scientific reports - Volume 15, Issue 1, pp. 11602 - published 2025-04-04",10.1038/s41598-025-95275-5,https://pubmed.ncbi.nlm.nih.gov/40185813/,"O estudo utiliza deep learning para avaliar a densidade mamográfica em mulheres, comparando o desempenho com radiologistas e reportando métricas de performance.","Este estudo investigou modelos de deep learning para a avaliação objetiva da densidade mamográfica em mulheres. Foram utilizados dados de mamografias de 9.621 mulheres, com quatro modelos de DL avaliados. O modelo InceptionV3 apresentou melhor desempenho em comparação com radiologistas em categorias densas, sugerindo que o DL pode auxiliar na quantificação da densidade mamária.",[],
493927641,include,,,2025,Sensitivity of a deep-learning-based breast cancer risk prediction model.,"Klanecek Z, Wang YK, Wagner T, Cockmartin L, Marshall N, Schott B, Deatsch A, Studen A, Jarm K, Krajc M, Vrhovec M, Bosmans H, Jeraj R","Physics in medicine and biology - Volume 70, Issue 8, pp.  - published 2025-04-17",10.1088/1361-6560/adc9f8,https://pubmed.ncbi.nlm.nih.gov/40194545/,"O estudo investiga um modelo de previsão de risco de câncer de mama baseado em deep learning, utilizando mamografias e reportando métricas de desempenho como AUC.","O estudo avaliou a sensibilidade de um modelo de previsão de risco de câncer de mama baseado em deep learning a alterações de imagem em mamografias. Foram analisadas 5076 mamografias, e o modelo manteve um desempenho de discriminação estável, com AUC de 0,90 para 1 ano e 0,77 para 5 anos, apesar das alterações testadas. Os resultados indicam que, embora as alterações não afetem o desempenho geral, mudanças significativas podem ocorrer em previsões individuais.",[],
493927650,include,,,2025,"An assessment of breast cancer HER2, ER, and PR expressions based on mammography using deep learning with convolutional neural networks.","Zeng S, Chen H, Jing R, Yang W, He L, Zou T, Liu P, Liang B, Shi D, Wu W, Lin Q, Ma Z, Zha J, Zhong Y, Zhang X, Shao G, Gong P","Scientific reports - Volume 15, Issue 1, pp. 4826 - published 2025-02-09",10.1038/s41598-024-83597-9,https://pubmed.ncbi.nlm.nih.gov/39924532/,"O estudo utiliza deep learning em mamografia para prever expressões de receptores relacionados ao câncer de mama, reportando métricas de performance como AUC e acurácia.","O estudo desenvolveu um modelo de deep learning (CBAM ResNet-18) para prever as expressões de HER2, ER e PR em mamografias de pacientes com câncer de mama. O modelo foi validado com cinco-fold cross-validation e testado em um conjunto de dados externo, apresentando métricas de AUC, acurácia e F1-score. Os resultados indicam que o modelo pode servir como uma ferramenta diagnóstica auxiliar.",[],
493927663,include,,,2025,"Deep learning mammography-based breast cancer risk model, its serial change, and breast cancer mortality.","Shin S, Chang Y, Ryu S","Breast cancer (Tokyo, Japan) - Volume 32, Issue 6, pp. 1462-1471 - published 2025-11-01",10.1007/s12282-025-01772-w,https://pubmed.ncbi.nlm.nih.gov/40900381/,"O estudo utiliza um modelo de deep learning baseado em mamografia para prever a mortalidade específica por câncer de mama, atendendo aos critérios de população, intervenção e desfechos.","Este estudo investigou a associação entre o modelo de deep learning Mirai, baseado em mamografia, e a mortalidade específica por câncer de mama em uma coorte de mulheres coreanas. A pesquisa incluiu 124.653 mulheres que passaram por rastreamento mamográfico, e os resultados mostraram que os escores de risco mais altos estavam associados a uma mortalidade significativamente maior. As mudanças nos escores de risco ao longo do tempo também foram relacionadas à mortalidade.",[],
493927670,include,,,2025,Evaluation of a Mammography-based Deep Learning Model for Breast Cancer Risk Prediction in a Triennial Screening Program.,"Rothwell JWD, Rogers P, Payne NR, Huang Y, Kaggie JD, Hickman SE, Kilburn-Toppin F, Kasmai B, Juette A, Gilbert FJ","Radiology - Volume 317, Issue 1, pp. e250391 - published 2025-10-01",10.1148/radiol.250391,https://pubmed.ncbi.nlm.nih.gov/41147910/,"O estudo utiliza um algoritmo de Deep Learning aplicado a mamografias digitais para prever o risco de câncer de mama em mulheres, reportando métricas de performance como AUC.","O estudo avaliou a capacidade preditiva de um modelo de Deep Learning (Mirai) para identificar cânceres de intervalo em um programa de rastreamento mamográfico trienal no Reino Unido. Foram analisadas 134.217 mamografias digitais, com AUCs variando de 0,67 a 0,72 para previsões de câncer de intervalo. O modelo pode ajudar na identificação de mulheres para triagens mais frequentes.",[],
493927675,include,,,2025,Performance of Digital Mammography-Based Artificial Intelligence Computer-Aided Diagnosis on Synthetic Mammography From Digital Breast Tomosynthesis.,"Lee KE, Song SE, Cho KR, Bae MS, Seo BK, Kim SY, Woo OH","Korean journal of radiology - Volume 26, Issue 3, pp. 217-229 - published 2025-03-01",10.3348/kjr.2024.0664,https://pubmed.ncbi.nlm.nih.gov/39999963/,"O estudo envolve mulheres submetidas a mamografia digital e tomossíntese, utilizando um sistema de IA baseado em Deep Learning, e reporta métricas de performance como AUC, sensibilidade e especificidade.","O estudo avaliou o desempenho de um sistema de diagnóstico assistido por IA em mamografias digitais e mamografias sintéticas. Foram analisadas 501 mulheres, e os resultados mostraram que a sensibilidade e a especificidade variaram entre as modalidades, com a mamografia sintética apresentando menor sensibilidade. O estudo fornece métricas de performance relevantes.",[],
493927709,include,,,2025,Deep learning-based classification of benign and malignant breast microcalcifications in mammography.,Shia WC,"Scientific reports - Volume 15, Issue 1, pp. 42768 - published 2025-11-28",10.1038/s41598-025-27149-9,https://pubmed.ncbi.nlm.nih.gov/41315645/,"O estudo utiliza deep learning para classificar microcalcificações em mamografias, reportando métricas de performance como AUC e acurácia, atendendo aos critérios de inclusão.","O estudo avaliou a classificação de microcalcificações benignas e malignas em mamografias utilizando modelos de deep learning, especificamente variantes do ResNet e EfficientNet. Os resultados mostraram que os modelos EfficientNet superaram os ResNet em termos de métricas de performance, como AUC e F1-score, sugerindo sua integração em fluxos de trabalho diagnósticos.",[],
493927757,include,,,2025,Breast Cancer Detection with Standalone AI versus Radiologist Interpretation of Unilateral Surveillance Mammography after Mastectomy.,"Ha SM, Lee JM, Jang MJ, Kim HK, Chang JM","Radiology - Volume 315, Issue 1, pp. e242955 - published 2025-04-01",10.1148/radiol.242955,https://pubmed.ncbi.nlm.nih.gov/40197097/,"O estudo compara a detecção de câncer de mama em mamografias unilaterais usando IA e radiologistas, reportando métricas de desempenho como sensibilidade e especificidade.","O estudo avaliou a eficácia de uma IA autônoma na detecção de câncer de mama em mamografias unilaterais de pacientes com histórico de câncer. A IA apresentou maior sensibilidade, mas menor especificidade em comparação com radiologistas. Os resultados indicam que a IA pode detectar mais casos de câncer que foram perdidos pelos radiologistas.",[],
493927781,include,,,2025,Differentiation of Suspicious Microcalcifications Using Deep Learning: DCIS or IDC.,"Xu W, Deng S, Mao G, Wang N, Huang Y, Zhang C, Sa G, Wu S, An Y","Academic radiology - Volume 32, Issue 11, pp. 6612-6622 - published 2025-11-01",10.1016/j.acra.2025.07.062,https://pubmed.ncbi.nlm.nih.gov/40835571/,"O estudo utiliza um modelo de deep learning para diferenciar tipos de câncer de mama em mamografias, reportando métricas de performance relevantes.","O estudo explora o uso de um modelo baseado em deep learning para distinguir entre carcinoma ductal in situ (DCIS) e carcinoma ductal invasivo (IDC) em mamografias com microcalcificações suspeitas. Utilizando Resnet101, o modelo alcançou uma AUC de 0.97, sensibilidade de 0.94 e especificidade de 0.92. Os resultados indicam que o deep learning é eficaz na diferenciação entre esses tipos de câncer.",[],
493927792,include,,,2025,A multi stage deep learning model for accurate segmentation and classification of breast lesions in mammography.,"Ahmad S, Neal Joshua ES, Rao NT, Ghoniem RM, Taye BM, Bharany S","Scientific reports - Volume 15, Issue 1, pp. 37103 - published 2025-10-23",10.1038/s41598-025-21146-8,https://pubmed.ncbi.nlm.nih.gov/41131156/,"O estudo apresenta um modelo de Deep Learning aplicado a mamografias para detecção e classificação de lesões, reportando métricas de performance como acurácia, sensibilidade e AUC.","O estudo apresenta um modelo de Deep Learning chamado Multi-Stage Deep Lesion Model (MSDLM) para segmentação e classificação de lesões em mamografias. O modelo utiliza U-Net e EfficientNetV2 B0, alcançando uma acurácia de 97,6% e uma sensibilidade de 91,25%. Os resultados indicam um AUC de 95,75%, demonstrando a eficácia do modelo na detecção de câncer de mama.",[],
493927796,include,,,2025,Artificial intelligence reading digital mammogram: enhancing detection and differentiation of suspicious microcalcifications.,"Mansour S, Mokhtar O, Abd El Galil MSM, Taha SN, Shetat OMM","The British journal of radiology - Volume 98, Issue 1166, pp. 246-253 - published 2025-02-01",10.1093/bjr/tqae220,https://pubmed.ncbi.nlm.nih.gov/39471486/,"O estudo investiga o uso de IA em mamografias digitais para detectar microcalcificações suspeitas, reportando métricas de desempenho como sensibilidade e valor preditivo negativo.","O estudo analisa o impacto da inteligência artificial na sensibilidade das mamografias digitais para a detecção de microcalcificações agrupadas em 447 pacientes. A IA foi aplicada para fornecer uma avaliação quantitativa das anomalias, mostrando uma sensibilidade de 94,7% na detecção de lesões malignas. Os resultados indicam que a IA pode melhorar a detecção de câncer de mama, embora a leitura por um especialista humano ainda seja necessária.",[],
493927806,include,,,2025,Mammography classification with multi-view deep learning techniques: Investigating graph and transformer-based architectures.,"Manigrasso F, Milazzo R, Russo AS, Lamberti F, Strand F, Pagnani A, Morra L","Medical image analysis - Volume 99, Issue , pp. 103320 - published 2025-01-01",10.1016/j.media.2024.103320,https://pubmed.ncbi.nlm.nih.gov/39244796/,"O estudo investiga técnicas de deep learning aplicadas à mamografia, utilizando arquiteturas baseadas em transformadores e grafos, e reporta métricas de desempenho.","O estudo avalia arquiteturas de deep learning multi-view para classificação de mamografias, comparando arquiteturas baseadas em transformadores e grafos com redes neurais convolucionais. Os resultados indicam que as arquiteturas baseadas em transformadores superam outras abordagens, destacando a importância de um ensemble de diferentes arquiteturas para melhores resultados na detecção de câncer de mama.",[],
493927814,include,,,2025,Mammogram mastery: Breast cancer image classification using an ensemble of deep learning with explainable artificial intelligence.,"Kumar Mondal P, Jahan MK, Byeon H","Medicine - Volume 104, Issue 22, pp. e42242 - published 2025-05-30",10.1097/MD.0000000000042242,https://pubmed.ncbi.nlm.nih.gov/40441211/,"O estudo utiliza um modelo de Deep Learning (Inception V3) para classificar imagens de mamografia, reportando métricas de performance como acurácia e F1 score.","O estudo apresenta um método eficaz de Deep Learning para classificar imagens de mamografia em categorias de câncer e não câncer. Utilizando a arquitetura Inception V3, o modelo alcançou 99% de acurácia e 99% de F1 score, demonstrando alta eficácia na detecção automática de câncer de mama.",[],
493927816,include,,,2025,Deep learning-based bacterial foraging optimization algorithm to improve digital mammography-based breast cancer detection.,"Banumathy D, Karthikeyan D, Mohanraj G, Sarathkumar R","Scientific reports - Volume 15, Issue 1, pp. 37761 - published 2025-10-29",10.1038/s41598-025-97301-y,https://pubmed.ncbi.nlm.nih.gov/41162641/,"O estudo utiliza técnicas de Deep Learning aplicadas a mamografias digitais para melhorar a detecção de câncer de mama, reportando métricas de desempenho.",Este estudo investiga como otimizar a detecção precoce de câncer de mama utilizando um algoritmo de otimização baseado em forrageamento bacteriano para melhorar a análise de mamografias com CNNs. Os resultados mostram que o método proposto supera outras abordagens em termos de acurácia. A pesquisa destaca a eficácia das técnicas de Deep Learning na análise de imagens mamográficas.,[],
493927832,include,,,2025,"Enhanced Multiple Instance Learning for Breast Cancer Detection in Mammography: Adaptive Patching, Advanced Pooling, and Deep Supervision.","Sarwar F, Garrido NMF, Sebastiao P, Silveira M","Annual International Conference of the IEEE Engineering in Medicine and Biology           Society. IEEE Engineering in Medicine and Biology Society. Annual International            Conference - Volume 2025, Issue , pp. 1-6 - published 2025-07-01",10.1109/EMBC58623.2025.11254317,https://pubmed.ncbi.nlm.nih.gov/41336723/,"O estudo utiliza um modelo de Deep Learning para detecção de câncer de mama em mamografias, reportando métricas de performance como AUC, o que atende aos critérios de inclusão.","Este estudo apresenta um modelo de aprendizado de múltiplas instâncias aprimorado para detecção de câncer de mama em mamografias, utilizando técnicas de supervisão profunda e pooling adaptativo. Os resultados experimentais mostram que o modelo alcançou uma AUC de 86%, destacando seu potencial para melhorar a detecção de câncer sem a necessidade de anotações detalhadas. A pesquisa oferece uma solução escalável e robusta para a prática clínica.",[],
493927835,include,,,2025,Innovative deep learning classifiers for breast cancer detection through hybrid feature extraction techniques.,"Vijayalakshmi S, Pandey BK, Pandey D, Lelisho ME","Scientific reports - Volume 15, Issue 1, pp. 22212 - published 2025-07-01",10.1038/s41598-025-06669-4,https://pubmed.ncbi.nlm.nih.gov/40596190/,"O estudo utiliza técnicas de Deep Learning aplicadas a mamografias e reporta métricas de performance, atendendo aos critérios de inclusão.","O estudo apresenta uma abordagem híbrida para a análise de mamografias, combinando características estatísticas e técnicas de deep learning. Utilizando um modelo BiLSTM-CNN, o método alcançou 97,14% de acurácia no conjunto de dados MIAS, superando modelos de referência. Os resultados sugerem melhorias na performance de classificação, auxiliando radiologistas na triagem do câncer de mama.",[],
493927838,include,,,2025,Application of a Commercial Artificial Intelligence Software in Unilateral Mammography: Simulating Total Mastectomy Scenarios.,"An JY, Lee JM, Jang MJ, Ha SM, Chang JM","Journal of imaging informatics in medicine - Volume 38, Issue 6, pp. 4015-4028 - published 2025-12-01",10.1007/s10278-025-01432-7,https://pubmed.ncbi.nlm.nih.gov/39953260/,"O estudo avalia o desempenho de software de IA em mamografias unilaterais, comparando com mamografias bilaterais, e reporta métricas de sensibilidade e especificidade.","Este estudo avaliou o desempenho de um software de inteligência artificial em mamografias unilaterais simulando cenários de vigilância pós-mastectomia. Foram analisadas 694 mulheres, comparando a sensibilidade e especificidade entre análises unilaterais e bilaterais. Os resultados mostraram sensibilidade não inferior na análise unilateral, mas especificidade inferior na comparação.",[],
493927840,include,,,2025,Deep learning-driven prediction in healthcare systems: Applying advanced CNNs for enhanced breast cancer detection.,"Chaieb M, Azzouz M, Refifa MB, Fraj M","Computers in biology and medicine - Volume 189, Issue , pp. 109858 - published 2025-05-01",10.1016/j.compbiomed.2025.109858,https://pubmed.ncbi.nlm.nih.gov/40020549/,"O estudo utiliza CNNs para detecção de câncer de mama em mamografias, reportando métricas de performance e comparando com modelos existentes.","O estudo desenvolveu um sistema de detecção de câncer de mama utilizando Redes Neurais Convolucionais (CNNs) com o conjunto de dados Mini-DDSM. Vários modelos foram testados, e o FT-ResNet50 alcançou uma acurácia de 97,54%. A pesquisa destaca a importância da detecção precoce e a melhoria nos métodos de tratamento.",[],
493927841,include,,,2025,Breast cancer detection and classification with digital breast tomosynthesis: a two-stage deep learning approach.,Alashban Y,"Diagnostic and interventional radiology (Ankara, Turkey) - Volume 31, Issue 3, pp. 206-214 - published 2025-04-28",10.4274/dir.2024.242923,https://pubmed.ncbi.nlm.nih.gov/39648903/,"O estudo utiliza Deep Learning aplicado a imagens de Tomossíntese Digital (DBT) para detecção e classificação de câncer de mama, reportando métricas de performance.","Este estudo propõe um sistema de diagnóstico assistido por computador em duas etapas, utilizando uma arquitetura de deep learning modificada (VGG19) e o modelo YOLOv5 para classificar imagens de tomossíntese digital. Os resultados mostram que a nova arquitetura apresenta melhor desempenho na classificação de lesões benignas e malignas em comparação com modelos anteriores.",[],
493927861,include,,,2025,Improved Breast Cancer Detection with Artificial Intelligence in a Real-World Digital Breast Tomosynthesis Screening Program.,"Nepute JA, Peratikos M, Toledano AY, Salvas JP, Delks H, Shisler JL, Hoffmeister JW, Madden CM","Clinical breast cancer - Volume 25, Issue 8, pp. 808-816.e5 - published 2025-12-01",10.1016/j.clbc.2025.05.007,https://pubmed.ncbi.nlm.nih.gov/40473527/,"O estudo compara o desempenho de radiologistas antes e depois da implementação de um sistema de IA baseado em Deep Learning para mamografia digital (DBT), reportando métricas de performance relevantes.","Este estudo avaliou a detecção de câncer de mama em um programa de rastreamento com tomossíntese digital (DBT) antes e depois da implementação de um sistema de IA. Os resultados mostraram um aumento na taxa de detecção de câncer e uma redução nas interpretações anormais após a introdução da IA. As métricas de performance, como PPV, também melhoraram significativamente.",[],
493927865,include,,,2025,Leveraging paired mammogram views with deep learning for comprehensive breast cancer detection.,"Seo JW, Kim YJ, Kim KG","Scientific reports - Volume 15, Issue 1, pp. 4406 - published 2025-02-05",10.1038/s41598-025-88907-3,https://pubmed.ncbi.nlm.nih.gov/39910228/,"O estudo utiliza um algoritmo de Deep Learning aplicado a mamografias para detecção de câncer de mama, reportando métricas de performance relevantes.","O estudo apresenta o PMVnet, um algoritmo que utiliza informações de mamografias em pares para melhorar a detecção de lesões mamárias. Com 1.636 mamografias, o PMVnet demonstrou um coeficiente de similaridade de Dice de 0.709 e uma sensibilidade de 0.950, superando modelos de visualização única. Os resultados sugerem que o PMVnet pode ser uma ferramenta eficaz em sistemas de diagnóstico auxiliado por computador.",[],
493927881,include,,,2025,AI as an independent second reader in detection of clinically relevant breast cancers within a population-based screening programme in the Netherlands: a retrospective cohort study.,"van Winkel SL, Peters J, Janssen N, Kroes J, Loehrer EA, Gommers J, Sechopoulos I, de Munck L, Teuwen J, Broeders M, Karssemeijer N, Mann RM","The Lancet. Digital health - Volume 7, Issue 8, pp. 100882 - published 2025-08-01",10.1016/j.landig.2025.100882,https://pubmed.ncbi.nlm.nih.gov/40816977/,"O estudo envolve mulheres em um programa de rastreamento de câncer de mama, utiliza um sistema de IA baseado em Deep Learning para análise de mamografias 2D e reporta métricas de desempenho como sensibilidade e especificidade.","Este estudo avaliou o desempenho de um sistema de IA como leitor independente em mamografias 2D em um programa de rastreamento populacional na Holanda. Foram analisadas 42.236 mamografias, mostrando que a combinação de leitura humana com IA aumentou a detecção de câncer em comparação com a leitura humana dupla. O estudo destaca a relevância clínica dos cânceres detectados pela IA, que tendem a ser mais invasivos e maiores no momento da detecção.",[],
493927905,include,,,2025,AI in 2D Mammography: Improving Breast Cancer Screening Accuracy.,"Ciurescu S, Cerbu S, Dima CN, Borozan F, Pârvănescu R, Ilaș DG, Cîtu C, Vernic C, Sas I","Medicina (Kaunas, Lithuania) - Volume 61, Issue 5, pp.  - published 2025-04-26",10.3390/medicina61050809,https://pubmed.ncbi.nlm.nih.gov/40428767/,"O estudo utiliza Deep Learning em mamografia 2D, reportando métricas de performance como AUC e sensibilidade, atendendo aos critérios de inclusão.","O estudo avaliou a utilidade da IA na detecção e classificação de lesões em mamografia 2D, utilizando uma rede neural convolucional (CNN) com aprendizado por transferência. O modelo alcançou uma acurácia de 88,5% e um AUC-ROC de 0,93, demonstrando alta especificidade e potencial para melhorar a detecção do câncer de mama.",[],
493927908,include,,,2025,Improving YOLO-based breast mass detection with transfer learning pretraining on the OPTIMAM Mammography Image Database.,"Ho PS, Tsai HY, Liu I, Lee YY, Chan SW","Computers in biology and medicine - Volume 196, Issue 0, pp. 110581 - published 2025-09-01",10.1016/j.compbiomed.2025.110581,https://pubmed.ncbi.nlm.nih.gov/40602320/,"O estudo utiliza Deep Learning (YOLO) aplicado a mamografias para detecção de massas, reportando métricas de performance como mAP e F1-score, atendendo aos critérios de inclusão.","O estudo avaliou a eficácia do modelo YOLOv9 para detecção de massas em mamografias, utilizando aprendizado por transferência com o banco de dados OPTIMAM. Os resultados mostraram uma melhoria significativa na precisão média e no F1-score em comparação com dados proprietários, sugerindo que técnicas de pré-processamento e aprendizado por transferência podem otimizar modelos de detecção em conjuntos de dados pequenos.",[],
493927911,include,,,2025,Breast cancer prediction using mammography exams for real hospital settings.,"Pathak S, Schlötterer J, Geerdink J, Veltman J, van Keulen M, Strisciuglio N, Seifert C","Computers in biology and medicine - Volume 198, Issue 0, pp. 111136 - published 2025-11-01",10.1016/j.compbiomed.2025.111136,https://pubmed.ncbi.nlm.nih.gov/41046681/,"O estudo utiliza um modelo de aprendizado profundo para previsão de câncer de mama em mamografias, avaliando métricas de desempenho em um ambiente hospitalar real, o que atende aos critérios de inclusão.","O estudo desenvolve um modelo de aprendizado de máquina de múltiplas instâncias para previsão de câncer de mama em mamografias, sem necessidade de anotações manuais. Avalia o desempenho do modelo em dados públicos e privados, mostrando que é possível realizar previsões precisas com rótulos de caso em vez de rótulos de imagem.",[],
493927913,include,,,2025,A multi-model machine learning framework for breast cancer risk stratification using clinical and imaging data.,"Miao L, Li Z, Gao J","Journal of X-ray science and technology - Volume 33, Issue 2, pp. 360-375 - published 2025-03-01",10.1177/08953996241308175,https://pubmed.ncbi.nlm.nih.gov/39973793/,"O estudo utiliza deep learning em mamografias e reporta métricas de performance, atendendo aos critérios de inclusão.","Este estudo apresenta uma estrutura de aprendizado de máquina para estratificação de risco de câncer de mama, integrando dados clínicos e imagens mamográficas processadas por quatro arquiteturas de CNN. Os modelos demonstraram forte desempenho preditivo, com um AUC máximo de 0,94, destacando a importância da integração de dados para avaliação de malignidade.",[],
493927914,include,,,2025,Evaluation of a Multi-Instant Multimodal Artificial Intelligence System Supporting Interpretive and Noninterpretive Functions.,"Pacilè S, Germaine P, Sclafert C, Bertinotti T, Fillard P, Singla Long S","Journal of breast imaging - Volume 7, Issue 2, pp. 155-164 - published 2025-03-18",10.1093/jbi/wbae062,https://pubmed.ncbi.nlm.nih.gov/39607756/,"O estudo avalia um sistema de IA multimodal aplicado a mamografias, comparando o desempenho de radiologistas com e sem assistência da IA, e reporta métricas de performance como AUC e redução de tempo de leitura.","O estudo avaliou um sistema de IA multimodal para melhorar a interpretação de mamografias. Os resultados mostraram um aumento de 7,4% na AUC e uma redução de 24% no tempo de leitura, além de uma maior detecção de cânceres. A IA demonstrou melhorar a eficiência e a precisão dos radiologistas.",[],
493927915,include,,,2025,Breast cancer classification based on breast tissue structures using the Jigsaw puzzle task in self-supervised learning.,"Sugawara K, Takaya E, Inamori R, Konaka Y, Sato J, Shiratori Y, Hario F, Kobayashi T, Ueda T, Okamoto Y","Radiological physics and technology - Volume 18, Issue 1, pp. 209-218 - published 2025-03-01",10.1007/s12194-024-00874-y,https://pubmed.ncbi.nlm.nih.gov/39760975/,"O estudo utiliza deep learning em mamografias para classificar câncer de mama e reporta métricas de performance como AUC, sensibilidade e especificidade.","O estudo avalia a eficácia da tarefa de quebra-cabeça Jigsaw em aprendizado auto-supervisionado para classificar câncer de mama em imagens mamográficas. Utilizando o Banco de Dados de Mamografia Chinês, foram comparados quatro pipelines de pré-treinamento, com AUC variando de 0.909 a 0.925. Os resultados sugerem que a tarefa Jigsaw é eficaz para melhorar a precisão diagnóstica com dados limitados.",[],
493927930,include,,,2025,Influence of Mammography Acquisition Parameters on AI and Radiologist Interpretive Performance.,"Lotter W, Hippe DS, Oshiro T, Lowry KP, Milch HS, Miglioretti DL, Elmore JG, Lee CI, Hsu W","Radiology. Artificial intelligence - Volume 7, Issue 6, pp. e240861 - published 2025-11-01",10.1148/ryai.240861,https://pubmed.ncbi.nlm.nih.gov/40960399/,"O estudo avalia o desempenho de IA e radiologistas em mamografias, utilizando algoritmos de Deep Learning e reportando métricas de sensibilidade e especificidade.","O estudo investiga como os parâmetros de aquisição de mamografia afetam o desempenho de IA e radiologistas na interpretação de mamografias 2D. Foram analisados 28.278 exames de mamografia, e os resultados mostraram que os parâmetros de aquisição impactaram significativamente a sensibilidade e especificidade de ambos. As associações variaram entre IA e radiologistas para diferentes parâmetros.",[],
493927931,include,,,2025,Attention-guided erasing for enhanced transfer learning in breast abnormality classification.,"Panambur AB, Bhat S, Yu H, Madhu P, Bayer S, Maier A","International journal of computer assisted radiology and surgery - Volume 20, Issue 3, pp. 433-440 - published 2025-03-01",10.1007/s11548-024-03317-6,https://pubmed.ncbi.nlm.nih.gov/39812891/,"O estudo investiga a classificação de anomalias mamárias em mamografia utilizando uma técnica de aprendizado profundo, apresentando métricas de desempenho relevantes.","O estudo avalia a eficácia de uma técnica de aumento de dados chamada 'attention-guided erasing' (AGE) em tarefas de classificação de anomalias mamárias em mamografia. Os resultados mostram melhorias significativas nas pontuações F1 em várias tarefas de classificação, incluindo a categorização da densidade mamária e a classificação de malignidade. A pesquisa destaca o potencial do AGE para melhorar o desempenho de modelos de aprendizado profundo na imagem médica.",[],
493927937,include,,,2025,Enhancing breast cancer classification using a deep sparse wavelet autoencoder approach.,"Alzakari SA, Hassairi S, Alhussan AA, Ejbali R","Scientific reports - Volume 15, Issue 1, pp. 26194 - published 2025-07-19",10.1038/s41598-025-11816-y,https://pubmed.ncbi.nlm.nih.gov/40681757/,O estudo utiliza um algoritmo de Deep Learning aplicado a imagens de mamografia 2D e reporta métricas de performance relevantes.,"O artigo apresenta uma nova abordagem de classificação para imagens de câncer de mama em 2D utilizando um autoencoder de onda esparsa profundo (DSWAE). Os resultados experimentais mostram altas taxas de precisão e recall, superando métodos atuais na classificação de imagens de câncer de mama. A pesquisa destaca a eficácia do modelo proposto na detecção precoce e no estadiamento do câncer de mama.",[],
493927940,include,,,2025,Domain generalization for mammographic image analysis with contrastive learning.,"Li Z, Cui Z, Zhang L, Wang S, Lei C, Ouyang X, Chen D, Zhao X, Liu C, Liu Z, Gu Y, Shen D, Cheng JZ","Computers in biology and medicine - Volume 185, Issue , pp. 109455 - published 2025-02-01",10.1016/j.compbiomed.2024.109455,https://pubmed.ncbi.nlm.nih.gov/39657447/,"O estudo utiliza uma técnica de deep learning aplicada a mamografias e reporta métricas de desempenho em tarefas de detecção e classificação, atendendo aos critérios de inclusão.","O estudo apresenta uma nova técnica de aprendizado contrastivo para melhorar a generalização de modelos de deep learning em análise de imagens mamográficas. A abordagem foi avaliada em várias tarefas, como detecção de massas e classificação de densidade mamária, mostrando desempenho superior em comparação com métodos de generalização existentes.",[],
