ano,titulo,autores,journal,doi,link,motivo_exclusao,resumo_pt
2024,Probing clarity: AI-generated simplified breast imaging reports for enhanced patient comprehension powered by ChatGPT-4o.,"Maroncelli R, Rizzo V, Pasculli M, Cicciarelli F, Macera M, Galati F, Catalano C, Pediconi F","European radiology experimental - Volume 8, Issue 1, pp. 124 - published 2024-10-30",10.1186/s41747-024-00526-1,https://pubmed.ncbi.nlm.nih.gov/39477904/,"O estudo não aborda a detecção de câncer e não utiliza mamografia como foco principal, além de não realizar validação externa.","O estudo avalia a confiabilidade e a compreensibilidade de relatórios de radiologia mamária simplificados por inteligência artificial usando o modelo de linguagem ChatGPT-4o. Radiologistas avaliaram a precisão factual e a clareza dos relatórios simplificados, mostrando que a IA pode melhorar a comunicação com os pacientes. No entanto, o foco não é diagnóstico de câncer."
2024,Peri-lesion regions in differentiating suspicious breast calcification-only lesions specifically on contrast enhanced mammography.,"Cao K, Gao F, Long R, Zhang FD, Huang CC, Cao M, Yu YZ, Sun YS","Journal of X-ray science and technology - Volume 32, Issue 3, pp. 583-596 - published 2024-01-01",10.3233/XST-230332,https://pubmed.ncbi.nlm.nih.gov/38306089/,"O estudo não apresenta validação externa independente, pois os conjuntos de teste e validação foram coletados no mesmo período e local.","O estudo investiga o valor adicional das regiões peri-calcificação na mamografia contrastada para diferenciar lesões suspeitas de calcificação. Modelos de aprendizado de máquina foram construídos para classificar as calcificações em grupos malignos e benignos, com AUCs variando de 0.73 a 0.89. O modelo combinado com a leitura de radiologistas mostrou uma sensibilidade de 0.871."
2024,"AI performance by mammographic density in a retrospective cohort study of 99,489 participants in BreastScreen Norway.","Bergan MB, Larsen M, Moshina N, Bartsch H, Koch HW, Aase HS, Satybaldinov Z, Haldorsen IHS, Lee CI, Hofvind S","European radiology - Volume 34, Issue 10, pp. 6298-6308 - published 2024-10-01",10.1007/s00330-024-10681-z,https://pubmed.ncbi.nlm.nih.gov/38528136/,"O estudo tem uma amostra de 99.489 exames, mas não apresenta validação externa independente, o que é um critério essencial para inclusão.","O estudo avaliou a capacidade de um sistema de inteligência artificial (IA) em classificar câncer de mama com base na densidade mamográfica em um programa de rastreamento organizado na Noruega. Com 99.489 exames analisados, o sistema de IA atribuiu uma pontuação de risco de malignidade a cada exame, mostrando um bom desempenho na detecção de câncer, especialmente em mamas extremamente densas. No entanto, não há validação externa mencionada."
2024,Breast cancer diagnosis using support vector machine optimized by improved quantum inspired grey wolf optimization.,"Bilal A, Imran A, Baig TI, Liu X, Abouel Nasr E, Long H","Scientific reports - Volume 14, Issue 1, pp. 10714 - published 2024-05-10",10.1038/s41598-024-61322-w,https://pubmed.ncbi.nlm.nih.gov/38730250/,"O estudo utiliza exclusivamente o dataset MIAS, que é um banco público antigo, sem validação em coorte clínica real.","O estudo propõe uma abordagem híbrida que combina um otimizador inspirado em quantum com máquinas de vetor de suporte para melhorar a classificação do câncer de mama. Os resultados foram avaliados no dataset MIAS, apresentando alta precisão, sensibilidade e especificidade. No entanto, não há validação externa."
2024,Technical feasibility of automated blur detection in digital mammography using convolutional neural network.,"Nowakowska S, Vescoli V, Schnitzler T, Ruppert C, Borkowski K, Boss A, Rossi C, Wein B, Ciritsis A","European radiology experimental - Volume 8, Issue 1, pp. 129 - published 2024-11-18",10.1186/s41747-024-00527-0,https://pubmed.ncbi.nlm.nih.gov/39556167/,"O estudo utiliza um conjunto de dados retrospectivo com apenas 152 exames, o que não atende ao critério de robustez amostral.","O estudo desenvolveu um modelo para detecção automática de desfoque em mamografias digitais utilizando uma rede neural convolucional. O modelo foi testado em um conjunto de dados de 152 exames, com uma área sob a curva (AUROC) de 0.808. Os resultados sugerem que a detecção de desfoque pode melhorar a qualidade das mamografias enviadas para triagem."
2024,A Multi-Task Learning Approach for Segmentation of Breast Arterial Calcifications in Screening Mammograms.,"Urooj A, Dapamede T, Patel B, Ayoub C, Arsanjani R, O'Neill WC, Trivedi H, Banerjee I","AMIA ... Annual Symposium proceedings. AMIA Symposium - Volume 2024, Issue , pp. 1139-1148 - published 2024-01-01",,https://pubmed.ncbi.nlm.nih.gov/40417479/,"O estudo não se concentra no diagnóstico de câncer de mama, mas sim na segmentação de calcificações arteriais e na análise de risco cardiovascular, o que não atende ao foco em câncer de mama exigido.","O estudo propõe uma abordagem de aprendizado multitarefa para a segmentação de calcificações arteriais mamárias em mamografias de rastreio, visando melhorar a detecção de eventos cardiovasculares adversos. A metodologia inclui uma tarefa auxiliar de previsão de posição de patch para ajudar o modelo a entender a anatomia mamária. O método é validado em dados externos e compara os resultados com o escore de cálcio coronariano."
2024,Computer-aided Detection and Diagnosis of Cancer Regions in Mammogram Images Using Resource-Efficient CNN Architecture.,"Thankaraj HV, Thiyagarajan M","Current medical imaging - Volume 20, Issue , pp. e15734056309483 - published 2024-01-01",10.2174/0115734056309483240805111535,https://pubmed.ncbi.nlm.nih.gov/39143872/,"O estudo utiliza exclusivamente os conjuntos de dados DDSM e MIAS, que são considerados públicos e antigos, sem validação em coorte clínica real.","O artigo propõe um sistema de classificação automática de mamografias usando uma arquitetura de CNN eficiente em recursos. O sistema classifica imagens em saudáveis, benignas e cancerígenas, mas os resultados são baseados em conjuntos de dados públicos antigos, sem validação externa."
2024,An optimized model based on adaptive convolutional neural network and grey wolf algorithm for breast cancer diagnosis.,"Alnowaiser K, Saber A, Hassan E, Awad WA","PloS one - Volume 19, Issue 8, pp. e0304868 - published 2024-01-01",10.1371/journal.pone.0304868,https://pubmed.ncbi.nlm.nih.gov/39159151/,"O estudo utiliza exclusivamente o banco de dados MIAS, que é um dataset público antigo, sem validação em coorte clínica real.","O artigo apresenta um modelo otimizado baseado em redes neurais convolucionais adaptativas e um algoritmo de otimização de lobo cinza para diagnóstico de câncer de mama. O modelo foi testado no dataset MIAS, alcançando alta precisão e AUC, mas não possui validação externa em coorte clínica."
2024,A Multi-label Artificial Intelligence Approach for Improving Breast Cancer Detection With Mammographic Image Analysis.,"Park, Jun Hyeong, Lim, June Hyuck, Kim, Seonhwa, Heo, Jaesung","In Vivo - Volume 38, Issue 6, pp. 2864-2872 - published 2024-10-01",10.21873/invivo.13767,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11535944,O estudo utiliza um banco de dados público (Curated Breast Imaging Subset) sem validação externa em coorte clínica real.,"O estudo desenvolveu um modelo de IA baseado em deep learning para prever a malignidade de lesões mamográficas, utilizando uma abordagem de classificação multi-label. O modelo demonstrou desempenho superior ao considerar atributos de forma e margem das lesões. No entanto, não há validação externa mencionada."
2024,Revolutionizing breast ultrasound diagnostics with EfficientNet-B7 and Explainable AI.,"Latha, M, Kumar, P Santhosh, Chandrika, R Roopa, Mahesh, T R, Kumar, V Vinoth, Guluwadi, Suresh","BMC Med Imaging - Volume 24, Issue 1, pp. 230-230 - published 2024-09-01",10.1186/s12880-024-01404-3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11367906,"O estudo se concentra exclusivamente em ultrassom e não menciona mamografia, portanto não atende ao foco necessário.","O artigo propõe uma metodologia utilizando EfficientNet-B7 para classificar imagens de ultrassom mamário, abordando problemas de desequilíbrio de classes e incorporando técnicas de IA explicável. O modelo alcançou uma precisão de 99,14%, superando abordagens anteriores. No entanto, o foco é exclusivamente em ultrassom, sem relação com mamografia."
2024,Segmentation-based BI-RADS ensemble classification of breast tumours in ultrasound images.,"Bobowicz, Maciej, Badocha, Mikolaj, Gwozdziewicz, Katarzyna, Rygusik, Marlena, Kalinowska, Paulina, Szurowska, Edyta, Dziubich, Tomasz","Int J Med Inform - Volume 189, Issue 0, pp. 105522-105522 - published 2024-06-01",10.1016/j.ijmedinf.2024.105522,https://dx.doi.org/10.1016/j.ijmedinf.2024.105522,"O estudo se concentra em imagens de ultrassom e não em mamografias, o que não atende ao foco requerido.","O estudo propõe um novo método de classificação automática de lesões mamárias em imagens de ultrassom, utilizando uma abordagem de ensemble de segmentação e classificação. Os resultados mostram alta precisão na classificação binária e multi-classe de BI-RADS, superando métodos anteriores. No entanto, o foco é exclusivamente em ultrassom, sem relação com mamografia."
2024,Enhancing Breast Cancer Diagnosis: A Nomogram Model Integrating AI Ultrasound and Clinical Factors.,"Yu, Zi-Han, Hong, Yu-Ting, Chou, Chen-Pin","Ultrasound Med Biol - Volume 50, Issue 9, pp. 1372-1380 - published 2024-06-01",10.1016/j.ultrasmedbio.2024.05.012,https://dx.doi.org/10.1016/j.ultrasmedbio.2024.05.012,"O estudo não utiliza mamografia, focando apenas em ultrassom, o que não atende aos critérios de inclusão.","O estudo apresenta um modelo de nomograma que integra inteligência artificial e fatores clínicos para prever massas mamárias benignas e malignas por meio de ultrassom. Foram analisadas 340 massas em 308 pacientes, com validação interna e externa. O modelo ClinAI-Nomogram demonstrou melhor desempenho na diferenciação entre os tipos de massas em comparação com um modelo anterior."
2024,Artificial intelligence for ultrasound microflow imaging in breast cancer diagnosis.,"Eun, Na Lae, Lee, Eunjung, Park, Ah Young, Son, Eun Ju, Kim, Jeong-Ah, Youk, Ji Hyun","Ultraschall Med - Volume 45, Issue 4, pp. 412-417 - published 2024-04-01",10.1055/a-2230-2455,https://dx.doi.org/10.1055/a-2230-2455,"O estudo não utiliza mamografia, focando apenas em ultrassom, o que viola os critérios de inclusão.","O estudo desenvolveu e avaliou algoritmos de inteligência artificial para imagem de microfluxo por ultrassom no diagnóstico de câncer de mama. Foram coletados dados de 516 lesões mamárias, com validação externa em um conjunto independente de 264 lesões. Os algoritmos mostraram desempenho superior ao ultrassom B-mode, mas não envolvem mamografia."
2024,"Artificial intelligence-based, semi-automated segmentation for the extraction of ultrasound-derived radiomics features in breast cancer: a prospective multicenter study.","Bartolotta, Tommaso Vincenzo, Militello, Carmelo, Prinzi, Francesco, Ferraro, Fabiola, Rundo, Leonardo, Zarcaro, Calogero, Dimarco, Mariangela, Orlando, Alessia Angela Maria, Matranga, Domenica, Vitabile, Salvatore","Radiol Med - Volume 129, Issue 7, pp. 977-988 - published 2024-05-01",10.1007/s11547-024-01826-7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11252191,"O estudo não aborda mamografia, mas sim ultrassom, o que não atende aos critérios de inclusão.","O estudo investiga a viabilidade de uma segmentação semi-automática baseada em IA para a extração de características radiômicas derivadas de ultrassom em lesões focais da mama. Foram analisadas 352 lesões em 352 pacientes, com validação em uma coorte externa. Os resultados mostraram que a segmentação automática é viável, mas a combinação com a classificação BI-RADS pode aumentar o risco de cânceres não detectados."
2024,BUS-BRA: A breast ultrasound dataset for assessing computer-aided diagnosis systems.,"Gómez-Flores, Wilfrido, Gregorio-Calas, Maria Julia, Coelho de Albuquerque Pereira, Wagner","Med Phys - Volume 51, Issue 4, pp. 3110-3123 - published 2024-01-01",10.1002/mp.16812,https://dx.doi.org/10.1002/mp.16812,"O artigo foca exclusivamente em um conjunto de dados de ultrassom mamário e não aborda mamografia, além de não apresentar validação externa.","O artigo apresenta um conjunto de dados de ultrassom mamário (BUS) com 1875 imagens de 1064 pacientes, visando aumentar a eficiência dos sistemas de diagnóstico auxiliado por computador. O conjunto inclui casos benignos e malignos, com anotações detalhadas e categorias BI-RADS. No entanto, não se trata de um estudo de validação de um modelo de IA aplicado à mamografia."
2024,Diagnostic Performance of Artificial Intelligence-Based Computer-Aided Detection Software for Automated Breast Ultrasound.,"Kwon, Mi-Ri, Youn, Inyoung, Lee, Mi Yeon, Lee, Hyun-Ah","Acad Radiol - Volume 31, Issue 2, pp. 480-491 - published 2024-01-01",10.1016/j.acra.2023.09.013,https://dx.doi.org/10.1016/j.acra.2023.09.013,"O estudo utiliza exclusivamente ultrassom e não mamografia, o que não atende ao foco em câncer de mama por mamografia.","O estudo avaliou o desempenho diagnóstico de radiologistas utilizando software de detecção assistida por inteligência artificial em ultrassonografias mamárias automatizadas. Foram analisadas 262 lesões, com um AUC de 0,870 para radiologistas, que melhorou para 0,919 com a ajuda da IA. O estudo conclui que a implementação da IA pode ser uma ferramenta diagnóstica valiosa."
2024,Editorial Comment: Artificial Intelligence May Help Define Screening Strategies in Patients With Dense Breasts.,"Butler, Reni S","AJR Am J Roentgenol - Volume 222, Issue 1, pp. e2330042-e2330042 - published 2024-01-01",10.2214/AJR.23.30042,https://dx.doi.org/10.2214/AJR.23.30042,"O artigo é um editorial e não apresenta dados de pesquisa originais ou resultados clínicos, não atendendo aos critérios de inclusão.","O artigo é um comentário editorial sobre o papel da inteligência artificial na definição de estratégias de rastreamento em pacientes com mamas densas, mas não apresenta um estudo ou dados originais."
2024,Capacidad diagnóstica de algoritmo basado en la inteligencia artificial en la detección de patologías malignas mediante análisis de Mamografías,"Ureta, N, González, M, Barra, S, Mosquea, M, Villarroel, S, Hidalgo, P, Cortés, J P, Sarabia, L","J. health med. sci. (Print) - Volume 10, Issue 4, pp. 17-23 - published 2024-01-01",,https://revistas.uta.cl/pdf/3218/03-ureta%20rev.10.4.pdf,"O estudo tem uma amostra de apenas 100 mamografias, o que não atende ao critério de robustez amostral.","O estudo avaliou a capacidade diagnóstica de um algoritmo de inteligência artificial na detecção de patologias malignas em mamografias. Utilizando uma rede neural convolucional, foram analisadas 100 mamografias de pacientes do centro Desert Health entre 2022 e 2023, resultando em 12 diagnósticos malignos. Os autores concluem que a IA é uma ferramenta eficaz para apoiar o diagnóstico, embora haja espaço para melhorias."
2023,Artificial Intelligence in Breast X-Ray Imaging.,"Vedantham S, Shazeeb MS, Chiang A, Vijayaraghavan GR","Seminars in ultrasound, CT, and MR - Volume 44, Issue 1, pp. 2-7 - published 2023-02-01",10.1053/j.sult.2022.12.002,https://pubmed.ncbi.nlm.nih.gov/36792270/,O artigo é uma revisão e não apresenta um estudo original com dados ou validação externa.,"Este artigo é uma revisão sobre as aplicações clínicas da inteligência artificial na imagem de raios-X da mama, discutindo seu potencial para estimar risco de câncer e auxiliar na detecção. No entanto, enfatiza que a maioria dos estudos citados é retrospectiva e há necessidade de estudos prospectivos."
2023,Spatiotemporal Mammography-based Deep Learning Model for Improved Breast Cancer Risk Prediction.,"Melek A, Fakhry S, Basha T","Annual International Conference of the IEEE Engineering in Medicine and Biology           Society. IEEE Engineering in Medicine and Biology Society. Annual International            Conference - Volume 2023, Issue , pp. 1-4 - published 2023-07-01",10.1109/EMBC40787.2023.10340602,https://pubmed.ncbi.nlm.nih.gov/38170653/,"O estudo não possui validação externa, pois foi testado apenas em 191 casos sem um banco de dados independente.","O estudo propõe um modelo de rede neural siamese para previsão de risco de câncer de mama utilizando informações espaço-temporais de mamografias. O modelo foi testado em 191 casos, apresentando uma AUC de 0.81, superior aos modelos CNN que alcançaram AUC de 0.75 e 0.77. No entanto, não há validação externa."
2023,A divide and conquer approach to maximise deep learning mammography classification accuracies.,"Jaamour A, Myles C, Patel A, Chen SJ, McMillan L, Harris-Birtill D","PloS one - Volume 18, Issue 5, pp. e0280841 - published 2023-01-01",10.1371/journal.pone.0280841,https://pubmed.ncbi.nlm.nih.gov/37235566/,"O estudo utiliza exclusivamente o dataset CBIS-DDSM, que é um banco público antigo, sem validação em coorte clínica real.","O artigo explora diversas técnicas de deep learning para a classificação de mamografias, utilizando uma abordagem de 'divide and conquer'. O estudo foca em arquiteturas como VGG19 e MobileNetV2, mas não apresenta validação externa, utilizando apenas o dataset CBIS-DDSM."
2023,Deep learning for differentiating benign from malignant tumors on breast-specific gamma image.,"Yu X, Dong M, Yang D, Wang L, Wang H, Ma L","Technology and health care : official journal of the European Society for           Engineering and Medicine - Volume 31, Issue 0, pp. 61-67 - published 2023-01-01",10.3233/THC-236007,https://pubmed.ncbi.nlm.nih.gov/37038782/,"O estudo não utiliza mamografia, mas sim imagem gama específica para mama (BSGI), o que não atende ao foco em mamografia.","O estudo investiga o uso de um modelo de deep learning para diferenciar tumores benignos de malignos utilizando imagem gama específica para mama (BSGI). Um conjunto de dados de 231 pacientes foi utilizado, e o modelo ResNet18 alcançou alta precisão, especificidade e sensibilidade. No entanto, a pesquisa não se concentra em mamografia."
2023,Employing Atrous Pyramid Convolutional Deep Learning Approach for Detection to Diagnose Breast Cancer Tumors.,"Sadeghi Pour E, Esmaeili M, Romoozi M","Computational intelligence and neuroscience - Volume 2023, Issue , pp. 7201479 - published 2023-01-01",10.1155/2023/7201479,https://pubmed.ncbi.nlm.nih.gov/38025486/,"O estudo utiliza exclusivamente o dataset MIAS, que é um banco público antigo, sem validação em coorte clínica real.","O estudo propõe uma abordagem de aprendizado profundo utilizando uma rede neural convolucional em pirâmide atrous para a detecção de tumores de mama. O foco está na redução de ruído em imagens mamográficas e na segmentação de massas, utilizando o dataset MIAS. As métricas reportadas incluem taxa de precisão de 98,57%, sensibilidade de 92% e AUC de 88,77."
2023,Comparative analysis of deep learning methods for lesion detection on full screening mammography.,"Ribeiro RF, Torres HR, Oliveira B, Morais P, Vilaca JL","Annual International Conference of the IEEE Engineering in Medicine and Biology           Society. IEEE Engineering in Medicine and Biology Society. Annual International            Conference - Volume 2023, Issue , pp. 1-4 - published 2023-07-01",10.1109/EMBC40787.2023.10340501,https://pubmed.ncbi.nlm.nih.gov/38082575/,"O estudo utiliza um banco de dados público (CBIS-DDSM) sem validação em uma coorte clínica real, o que não atende aos critérios de inclusão.","O estudo avalia cinco métodos de Deep Learning para detecção de lesões em mamografias, utilizando 1592 mamografias de um banco de dados público. Os métodos CenterNet e YOLOv5 se destacaram com altas pontuações de mAP e TPR. No entanto, não há validação externa em coorte clínica."
2023,Hardware deployment of deep learning model for classification of breast carcinoma from digital mammogram images.,"R K, H HM, S M, Venkatraman R, Patil S","Medical & biological engineering & computing - Volume 61, Issue 11, pp. 2843-2857 - published 2023-11-01",10.1007/s11517-023-02883-2,https://pubmed.ncbi.nlm.nih.gov/37495885/,"O estudo utiliza exclusivamente bancos de dados públicos antigos (DDSM, MIAS, INbreast) sem validação em coorte clínica real, o que não atende aos critérios de inclusão.","O artigo propõe um modelo de rede neural miniaturizada para classificação de carcinoma mamário a partir de mamografias digitais, visando reduzir a complexidade computacional. O modelo foi avaliado em conjuntos de dados de referência, alcançando uma precisão de 99,38%. No entanto, não há validação externa em coortes clínicas."
2023,The effect of variable labels on deep learning models trained to predict breast density.,"Squires S, Harkness EF, Evans DG, Astley SM","Biomedical physics & engineering express - Volume 9, Issue 3, pp.  - published 2023-04-19",10.1088/2057-1976/accaea,https://pubmed.ncbi.nlm.nih.gov/37023727/,"O estudo não aborda a detecção de câncer de mama e não possui validação externa, focando apenas na predição de densidade mamária.","O estudo investiga como a variabilidade nas etiquetas de densidade mamária afeta o desempenho de modelos de aprendizado profundo. Utilizando um modelo de aprendizado por transferência, os autores mostram que a variabilidade das etiquetas altera significativamente a relação entre representação e predição de densidade, mas o impacto na representação do modelo é limitado."
2023,Enhanced breast mass mammography classification approach based on pre-processing and hybridization of transfer learning models.,"Boudouh SS, Bouakkaz M","Journal of cancer research and clinical oncology - Volume 149, Issue 16, pp. 14549-14564 - published 2023-11-01",10.1007/s00432-023-05249-1,https://pubmed.ncbi.nlm.nih.gov/37567987/,"O estudo utiliza exclusivamente o dataset CBIS-DDSM sem validação em coorte clínica real, o que o torna viciado.","O artigo propõe um método de classificação em duas etapas para detecção de massas mamárias em mamografias, utilizando técnicas de pré-processamento e um modelo híbrido de aprendizado de transferência. Os resultados mostraram alta precisão, mas o estudo foi realizado apenas com o dataset CBIS-DDSM, sem validação externa."
2023,Deep learning model for breast cancer diagnosis based on bilateral asymmetrical detection (BilAD) in digital breast tomosynthesis images.,"Shimokawa D, Takahashi K, Kurosawa D, Takaya E, Oba K, Yagishita K, Fukuda T, Tsunoda H, Ueda T","Radiological physics and technology - Volume 16, Issue 1, pp. 20-27 - published 2023-03-01",10.1007/s12194-022-00686-y,https://pubmed.ncbi.nlm.nih.gov/36342640/,"O estudo tem uma amostra de apenas 115 pacientes, o que não atende ao critério de robustez amostral.","O estudo desenvolveu um modelo de deep learning chamado BilAD para diagnosticar câncer de mama, utilizando imagens de tomossíntese digital. O modelo foi testado em 230 pares de imagens, mas a amostra total foi de apenas 115 pacientes. Os resultados mostraram uma AUC de 0.90, superior ao modelo de controle."
2023,Deep learning model for predicting the presence of stromal invasion of breast cancer on digital breast tomosynthesis.,"Shimokawa D, Takahashi K, Oba K, Takaya E, Usuzaki T, Kadowaki M, Kawaguchi K, Adachi M, Kaneno T, Fukuda T, Yagishita K, Tsunoda H, Ueda T","Radiological physics and technology - Volume 16, Issue 3, pp. 406-413 - published 2023-09-01",10.1007/s12194-023-00731-4,https://pubmed.ncbi.nlm.nih.gov/37466807/,"O estudo não atende ao critério de robustez amostral, com apenas 499 pacientes, e não realiza validação externa.","O estudo desenvolveu um algoritmo de aprendizado profundo para prever a presença de invasão estromal em câncer de mama usando tomossíntese digital. Foram analisados 499 pacientes, dos quais 140 foram classificados com câncer invasivo ou não invasivo. O desempenho do modelo foi avaliado com AUC, mas não houve validação externa."
2023,Consistency of Artificial Intelligence (AI)-based Diagnostic Support Software in Short-term Digital Mammography Reimaging After Core Needle Biopsy.,"Youk JH, Han K, Lee SE, Kim EK","Journal of digital imaging - Volume 36, Issue 5, pp. 1965-1973 - published 2023-10-01",10.1007/s10278-023-00863-4,https://pubmed.ncbi.nlm.nih.gov/37326891/,O estudo não apresenta validação externa e o número de mamografias analisadas é inferior a 1.000.,"O estudo avaliou a consistência do desempenho de um software de suporte diagnóstico baseado em IA em mamografias digitais de reimagens de curto prazo após biópsia por agulha fina. Foram incluídas 550 mamas de 276 mulheres, mas não houve validação externa e o número de mamografias é insuficiente para atender aos critérios de inclusão."
2023,"A Competition, Benchmark, Code, and Data for Using Artificial Intelligence to Detect Lesions in Digital Breast Tomosynthesis.","Konz N, Buda M, Gu H, Saha A, Yang J, Chledowski J, Park J, Witowski J, Geras KJ, Shoshan Y, Gilboa-Solomon F, Khapun D, Ratner V, Barkan E, Ozery-Flato M, Martí R, Omigbodun A, Marasinou C, Nakhaei N, Hsu W, Sahu P, Hossain MB, Lee J, Santos C, Przelaskowski A, Kalpathy-Cramer J, Bearce B, Cha K, Farahani K, Petrick N, Hadjiiski L, Drukker K, Armato SG 3rd, Mazurowski MA","JAMA network open - Volume 6, Issue 2, pp. e230524 - published 2023-02-01",10.1001/jamanetworkopen.2023.0524,https://pubmed.ncbi.nlm.nih.gov/36821110/,"O estudo não apresenta validação externa independente, pois se baseia em um conjunto de dados que foi utilizado para treinamento e validação dentro do mesmo desafio.","Este estudo apresenta uma competição internacional para o desenvolvimento de algoritmos de IA para a detecção de lesões em tomossíntese digital da mama (DBT). Um total de 22.032 volumes de DBT foram disponibilizados, e os resultados mostraram alta sensibilidade para lesões biopsiadas. No entanto, não há validação externa independente dos algoritmos desenvolvidos."
2023,Ambiguity-aware breast tumor cellularity estimation via self-ensemble label distribution learning.,"Li X, Liang X, Luo G, Wang W, Wang K, Li S","Medical image analysis - Volume 90, Issue , pp. 102944 - published 2023-12-01",10.1016/j.media.2023.102944,https://pubmed.ncbi.nlm.nih.gov/37708709/,"O estudo utiliza um banco de dados público (BreastPathQ) sem validação em coorte clínica real, o que não atende aos critérios de inclusão.","O estudo propõe um novo framework de aprendizado de distribuição de rótulos para estimativa de celularidade tumoral em mama, abordando a ambiguidade entre avaliadores. Os resultados experimentais mostram que o método supera as abordagens existentes, mas não inclui validação externa."
2023,dm-GAN: Distributed multi-latent code inversion enhanced GAN for fast and accurate breast X-ray image automatic generation.,"Jiao J, Xiao X, Li Z","Mathematical biosciences and engineering : MBE - Volume 20, Issue 11, pp. 19485-19503 - published 2023-10-23",10.3934/mbe.2023863,https://pubmed.ncbi.nlm.nih.gov/38052611/,"O artigo não apresenta validação externa e não se concentra no diagnóstico de câncer de mama, mas sim na geração de imagens.","O estudo propõe uma rede generativa adversarial (dm-GAN) para a geração automática de imagens de mama, visando melhorar a eficiência e a precisão na criação de imagens. Os resultados mostram melhorias em métricas de qualidade de imagem, mas não abordam diretamente o diagnóstico de câncer de mama."
2023,Differences and similarities in false interpretations by AI CAD and radiologists in screening mammography.,"Salim, Mattie, Dembrower, Karin, Eklund, Martin, Smith, Kevin, Strand, Fredrik","Br J Radiol - Volume 96, Issue 1151, pp. 20230210-20230210 - published 2023-09-01",10.1259/bjr.20230210,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10607417,"O estudo é retrospectivo e não menciona validação externa, além de ter um N total de 8743, mas não atende ao critério de validação externa.","O estudo avaliou as interpretações falsas entre inteligência artificial (IA) e radiologistas em mamografias de rastreamento, com foco em como os erros diagnósticos mudam ao integrar IA. A pesquisa incluiu 714 mulheres diagnosticadas com câncer de mama e 8029 controles saudáveis. Os resultados sugerem que a IA pode melhorar a sensibilidade em mulheres de alta densidade e mais velhas."
2023,Analysis of Specimen Mammography with Artificial Intelligence to Predict Margin Status.,"Chen, Kevin A, Kirchoff, Kathryn E, Butler, Logan R, Holloway, Alexa D, Kapadia, Muneera R, Kuzmiak, Cherie M, Downs-Canner, Stephanie M, Spanheimer, Phillip M, Gallagher, Kristalyn K, Gomez, Shawn M","Ann Surg Oncol - Volume 30, Issue 12, pp. 7107-7115 - published 2023-08-01",10.1245/s10434-023-14083-1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10592216,O estudo não possui validação externa e o número de exames (821) é inferior a 1.000.,"O estudo desenvolveu modelos de inteligência artificial para prever o status de margens patológicas em mamografias de espécimes. Utilizou um conjunto de dados de 821 imagens, com desempenho medido por sensibilidade, especificidade e AUC. Os modelos mostraram resultados promissores, mas não foram validados externamente."
2023,A role for breast ultrasound Artificial Intelligence decision support in the evaluation of small invasive lobular carcinomas.,"Amir, Tali, Coffey, Kristen, Sevilimedu, Varadan, Fardanesh, Reza, Mango, Victoria L","Clin Imaging - Volume 101, Issue 0, pp. 77-85 - published 2023-06-01",10.1016/j.clinimag.2023.05.005,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10860082,"O estudo não utiliza mamografia, focando apenas em ultrassom, o que não atende aos critérios de inclusão.","O estudo avaliou o desempenho de um sistema de suporte à decisão baseado em IA na avaliação de carcinomas lobulares invasivos por ultrassom. Foi realizada uma revisão retrospectiva de 75 pacientes, com 100% de sensibilidade na identificação de lesões suspeitas. O estudo sugere que a IA pode aumentar a confiança dos radiologistas na avaliação de lesões menores."
2023,Excluding specificity from research and development priorities is delaying the AI adoption in breast cancer screening.,"Giorgi Rossi, Paolo","Eur Radiol - Volume 33, Issue 7, pp. 4597-4599 - published 2023-05-01",10.1007/s00330-023-09733-7,https://dx.doi.org/10.1007/s00330-023-09733-7,O artigo é um editorial e não apresenta um estudo original com dados ou resultados clínicos.,"O artigo discute a importância da especificidade nas prioridades de pesquisa e desenvolvimento para a adoção de IA na triagem do câncer de mama, mas não apresenta dados ou resultados de um estudo."
2023,Automation Bias in Mammography: The Impact of Artificial Intelligence BI-RADS Suggestions on Reader Performance.,"Dratsch, Thomas, Chen, Xue, Rezazade Mehrizi, Mohammad, Kloeckner, Roman, Mähringer-Kunz, Aline, Püsken, Michael, Baeßler, Bettina, Sauer, Stephanie, Maintz, David, Pinto Dos Santos, Daniel","Radiology - Volume 307, Issue 4, pp. e222176-e222176 - published 2023-05-01",10.1148/radiol.222176,https://dx.doi.org/10.1148/radiol.222176,"O estudo não apresenta validação externa e a amostra de 50 mamografias é inferior a 1.000, não atendendo aos critérios de inclusão.","O estudo investiga o viés de automação em radiologistas ao ler mamografias com auxílio de um sistema de inteligência artificial. Foram avaliados 27 radiologistas em um experimento prospectivo, onde a performance de leitura foi impactada pela correção das sugestões do sistema de IA. Os resultados mostram que o viés de automação afeta a precisão dos diagnósticos, especialmente em radiologistas inexperientes."
